"","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","SubjectID_left_unique","SubjectID_right_unique","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Trial"
"2765","29","31","Male","Male",23,25,"Stim\r09y15g18b07.jpeg","Stim\r09y17g32b21.jpeg",9,9,15,17,18,32,7,21,4,-3,1,0,1,0,1,2.006,1.286,1.915,0,2,"gul","29_31","29_2","31_2",2,0,1,1,"Left_lead","Male","Male","stick",63
"2766","29","31","Male","Male",23,25,"Stim\r14y20g16b10.jpeg","Stim\r13y24g05b28.jpeg",14,13,20,24,16,5,10,28,2,-3,-1,0,1,0,0,1.675,1.405,1.363,0,2,"gul","29_31","29_2","31_2",4,0,1,0,"Left_lead","Male","Male","surrender",64
"2769","29","31","Male","Male",23,25,"Stim\r05y09g02b34.jpeg","Stim\r14y08g21b39.jpeg",5,14,9,8,2,21,34,39,3,-4,-1,0,0,1,1,1.468,2.931,1.732,0,2,"gul","29_31","29_2","31_2",-1,0,1,0,"Left_lead","Male","Male","surrender",67
"2770","29","31","Male","Male",23,25,"Stim\r09y17g32b21.jpeg","Stim\r06y14g31b25.jpeg",9,6,17,14,32,31,21,25,3,-3,1,0,0,1,0,1.493,1.206,1.295,0,2,"gul","29_31","29_2","31_2",-3,0,1,1,"Left_lead","Male","Male","stick",68
"2771","29","31","Male","Male",23,25,"Stim\r12y12g14b26.jpeg","Stim\r10y13g07b36.jpeg",12,10,12,13,14,7,26,36,2,-4,0,-1,1,0,0,1.204,1.648,0,1.263,2,"gul","29_31","29_2","31_2",1,0,1,0,"Right_lead","Male","Male","stick",69
"2773","29","31","Male","Male",23,25,"Stim\r14y08g21b39.jpeg","Stim\r17y11g38b07.jpeg",14,17,8,11,21,38,39,7,-3,2,0,-1,0,1,0,1.935,1.932,0,1.164,2,"gul","29_31","29_2","31_2",3,1,0,0,"Right_lead","Male","Male","surrender",71
"2777","29","31","Male","Male",23,25,"Stim\r04y28g27b06.jpeg","Stim\r04y39g24b15.jpeg",4,4,28,39,27,24,6,15,1,-4,0,-1,0,1,1,2.588,1.401,0,0.96,2,"grøn","29_31","29_2","31_2",-3,0,1,0,"Right_lead","Male","Male","stick",75
"2779","29","31","Male","Male",23,25,"Stim\r15y17g24b30.jpeg","Stim\r14y08g21b39.jpeg",15,14,17,8,24,21,30,39,4,-3,0,1,0,1,0,1.58,1.593,0,0.958,2,"grøn","29_31","29_2","31_2",-3,0,1,1,"Right_lead","Male","Male","surrender",77
"2782","29","31","Male","Male",23,25,"Stim\r07y02g03b06.jpeg","Stim\r03y11g01b26.jpeg",7,3,2,11,3,1,6,26,-4,3,-1,0,1,0,1,2.197,1.347,1.763,0,2,"grøn","29_31","29_2","31_2",-2,1,0,0,"Left_lead","Male","Male","stick",80
"2789","29","31","Male","Male",23,25,"Stim\r19y10g06b15.jpeg","Stim\r12y07g07b17.jpeg",19,12,10,7,6,7,15,17,-2,3,0,1,0,1,1,2.081,0.98,0,1.08,2,"grøn","29_31","29_2","31_2",1,1,0,1,"Right_lead","Male","Male","stick",87
"2790","29","31","Male","Male",23,25,"Stim\r17y22g16b15.jpeg","Stim\r12y12g14b26.jpeg",17,12,22,12,16,14,15,26,2,-1,1,0,0,1,0,1.108,1.803,3.77,0,2,"grøn","29_31","29_2","31_2",-2,0,1,1,"Left_lead","Male","Male","stick",88
"2796","29","31","Male","Male",23,25,"Stim\r06y19g29b08.jpeg","Stim\r04y28g27b06.jpeg",6,4,19,28,29,27,8,6,2,-3,-1,0,0,1,1,0.877,1.115,1.384,0,2,"grøn","29_31","29_2","31_2",-2,0,1,0,"Left_lead","Male","Male","surrender",94
"2799","29","32","Male","Female",23,26,"Stim\r08y23g10b29.jpeg","Stim\r06y14g31b25.jpeg",8,6,23,14,10,31,29,25,-1,2,1,0,1,0,0,4.449,3.644,5.254,0,1,"rød","29_32","29_1","32_1",-2,1,0,1,"Left_lead","Male","Female","surrender",1
"2801","29","32","Male","Female",23,26,"Stim\r13y24g05b28.jpeg","Stim\r04y39g24b15.jpeg",13,4,24,39,5,24,28,15,-2,2,-1,0,1,0,1,3.043,3.739,2.711,0,1,"rød","29_32","29_1","32_1",-9,1,0,0,"Left_lead","Male","Female","stick",3
"2802","29","32","Male","Female",23,26,"Stim\r17y22g16b15.jpeg","Stim\r11y10g06b19.jpeg",17,11,22,10,16,6,15,19,-2,2,-1,0,1,0,1,3.5,6.312,2.216,0,1,"rød","29_32","29_1","32_1",-6,1,0,0,"Left_lead","Male","Female","stick",4
"2804","29","32","Male","Female",23,26,"Stim\r14y20g16b10.jpeg","Stim\r15y17g24b30.jpeg",14,15,20,17,16,24,10,30,4,-2,0,1,1,0,1,2.641,3.969,0,3.535,1,"rød","29_32","29_1","32_1",1,0,1,1,"Right_lead","Female","Male","surrender",6
"2806","29","32","Male","Female",23,26,"Stim\r22y02g34b05.jpeg","Stim\r16y09g06b10.jpeg",22,16,2,9,34,6,5,10,4,-4,-1,0,0,1,1,2.225,1.961,2.65,0,1,"rød","29_32","29_1","32_1",-6,0,1,0,"Left_lead","Male","Female","surrender",8
"2807","29","32","Male","Female",23,26,"Stim\r11y14g08b23.jpeg","Stim\r08y09g09b11.jpeg",11,8,14,9,8,9,23,11,3,-2,0,1,0,1,0,2.107,4.337,0,2.227,1,"rød","29_32","29_1","32_1",-3,0,1,1,"Right_lead","Female","Male","surrender",9
"2816","29","32","Male","Female",23,26,"Stim\r10y27g22b14.jpeg","Stim\r06y14g31b25.jpeg",10,6,27,14,22,31,14,25,4,-2,0,1,0,1,0,2.058,3.337,0,3.141,1,"rød","29_32","29_1","32_1",-4,0,1,1,"Right_lead","Female","Male","surrender",18
"2818","29","32","Male","Female",23,26,"Stim\r15y17g24b30.jpeg","Stim\r08y09g09b11.jpeg",15,8,17,9,24,9,30,11,4,-3,-1,0,0,1,1,2.099,3.178,2.144,0,1,"rød","29_32","29_1","32_1",-7,0,1,0,"Left_lead","Male","Female","surrender",20
"2819","29","32","Male","Female",23,26,"Stim\r07y06g08b05.jpeg","Stim\r11y26g25b38.jpeg",7,11,6,26,8,25,5,38,2,-2,0,1,1,0,1,1.916,3.262,0,2.864,1,"rød","29_32","29_1","32_1",4,0,1,1,"Right_lead","Female","Male","surrender",21
"2821","29","32","Male","Female",23,26,"Stim\r21y24g16b04.jpeg","Stim\r18y13g28b06.jpeg",21,18,24,13,16,28,4,6,4,-2,0,1,0,1,0,2.09,4.586,0,1.932,1,"rød","29_32","29_1","32_1",-3,0,1,1,"Right_lead","Female","Male","surrender",23
"2823","29","32","Male","Female",23,26,"Stim\r09y02g05b02.jpeg","Stim\r08y23g10b29.jpeg",9,8,2,23,5,10,2,29,2,-4,-1,0,0,1,1,2.502,2.248,3.013,0,1,"rød","29_32","29_1","32_1",-1,0,1,0,"Left_lead","Male","Female","surrender",25
"2824","29","32","Male","Female",23,26,"Stim\r12y09g30b18.jpeg","Stim\r14y10g15b15.jpeg",12,14,9,10,30,15,18,15,3,-4,0,1,0,1,0,2.347,2.292,0,1.829,1,"blå","29_32","29_1","32_1",-3,0,1,1,"Right_lead","Female","Male","surrender",26
"2825","29","32","Male","Female",23,26,"Stim\r07y14g27b22.jpeg","Stim\r17y07g07b24.jpeg",7,17,14,7,27,7,22,24,1,-4,0,1,1,0,1,1.883,2.245,0,5.15,1,"blå","29_32","29_1","32_1",2,0,1,1,"Right_lead","Female","Male","surrender",27
"2826","29","32","Male","Female",23,26,"Stim\r09y06g26b32.jpeg","Stim\r11y13g22b35.jpeg",9,11,6,13,26,22,32,35,-1,4,1,0,0,1,1,2.363,2.558,2.492,0,1,"blå","29_32","29_1","32_1",3,1,0,1,"Left_lead","Male","Female","surrender",28
"2827","29","32","Male","Female",23,26,"Stim\r11y14g08b23.jpeg","Stim\r21y01g04b27.jpeg",11,21,14,1,8,4,23,27,4,-3,1,0,1,0,1,1.94,2.485,1.511,0,1,"blå","29_32","29_1","32_1",4,0,1,1,"Left_lead","Male","Female","stick",29
"2829","29","32","Male","Female",23,26,"Stim\r05y40g33b16.jpeg","Stim\r17y11g38b07.jpeg",5,17,40,11,33,38,16,7,-2,2,0,-1,1,0,1,2.336,2.165,0,4.411,1,"blå","29_32","29_1","32_1",-9,1,0,0,"Right_lead","Female","Male","surrender",31
"2830","29","32","Male","Female",23,26,"Stim\r18y19g14b27.jpeg","Stim\r06y14g31b25.jpeg",18,6,19,14,14,31,27,25,-2,3,-1,0,1,0,1,2.143,2.622,2.876,0,1,"blå","29_32","29_1","32_1",-2,1,0,0,"Left_lead","Male","Female","stick",32
"2838","29","32","Male","Female",23,26,"Stim\r07y02g03b06.jpeg","Stim\r15y16g12b03.jpeg",7,15,2,16,3,12,6,3,2,-1,-1,0,0,1,1,1.802,3.948,1.485,0,1,"blå","29_32","29_1","32_1",-3,0,1,0,"Left_lead","Male","Female","surrender",40
"2846","29","32","Male","Female",23,26,"Stim\r06y36g16b14.jpeg","Stim\r04y39g24b15.jpeg",6,4,36,39,16,24,14,15,-4,3,1,0,0,1,1,2.461,1.807,1.675,0,1,"blå","29_32","29_1","32_1",1,1,0,1,"Left_lead","Male","Female","surrender",48
"2848","29","32","Male","Female",23,26,"Stim\r08y23g10b29.jpeg","Stim\r14y20g16b10.jpeg",8,14,23,20,10,16,29,10,2,-2,1,0,0,1,0,1.708,2.953,1.893,0,1,"gul","29_32","29_1","32_1",-3,0,1,1,"Left_lead","Male","Female","stick",50
"2852","29","32","Male","Female",23,26,"Stim\r17y22g16b15.jpeg","Stim\r06y19g29b08.jpeg",17,6,22,19,16,29,15,8,3,-2,0,1,0,1,0,2.199,2.336,0,3.029,1,"gul","29_32","29_1","32_1",-3,0,1,1,"Right_lead","Female","Male","surrender",54
"2857","29","32","Male","Female",23,26,"Stim\r21y03g15b37.jpeg","Stim\r09y06g26b32.jpeg",21,9,3,6,15,26,37,32,3,-2,1,0,1,0,1,1.342,1.804,1.448,0,1,"gul","29_32","29_1","32_1",3,0,1,1,"Left_lead","Male","Female","stick",59
"2860","29","32","Male","Female",23,26,"Stim\r13y33g08b23.jpeg","Stim\r10y37g07b02.jpeg",13,10,33,37,8,7,23,2,4,-4,0,1,1,0,1,1.468,1.78,0,1.51,1,"gul","29_32","29_1","32_1",4,0,1,1,"Right_lead","Female","Male","surrender",62
"2862","29","32","Male","Female",23,26,"Stim\r08y09g09b11.jpeg","Stim\r07y06g08b05.jpeg",8,7,9,6,9,8,11,5,-2,2,1,0,1,0,0,1.766,2.26,4.396,0,1,"gul","29_32","29_1","32_1",-3,1,0,1,"Left_lead","Male","Female","surrender",64
"2863","29","32","Male","Female",23,26,"Stim\r11y14g08b23.jpeg","Stim\r19y15g35b05.jpeg",11,19,14,15,8,35,23,5,4,-2,0,1,1,0,1,1.903,1.733,0,2.341,1,"gul","29_32","29_1","32_1",1,0,1,1,"Right_lead","Female","Male","surrender",65
"2865","29","32","Male","Female",23,26,"Stim\r22y35g09b11.jpeg","Stim\r04y39g24b15.jpeg",22,4,35,39,9,24,11,15,4,-2,0,1,1,0,1,1.932,4.928,0,1.665,1,"gul","29_32","29_1","32_1",4,0,1,1,"Right_lead","Female","Male","surrender",67
"2869","29","32","Male","Female",23,26,"Stim\r15y16g12b03.jpeg","Stim\r06y14g31b25.jpeg",15,6,16,14,12,31,3,25,2,-4,-1,0,0,1,1,2.83,1.343,2.163,0,1,"gul","29_32","29_1","32_1",-2,0,1,0,"Left_lead","Male","Female","surrender",71
"2870","29","32","Male","Female",23,26,"Stim\r11y26g25b38.jpeg","Stim\r02y19g24b04.jpeg",11,2,26,19,25,24,38,4,2,-4,0,-1,0,1,1,1.665,1.595,0,2.949,1,"gul","29_32","29_1","32_1",-7,0,1,0,"Right_lead","Female","Male","stick",72
"2874","29","32","Male","Female",23,26,"Stim\r13y24g05b28.jpeg","Stim\r04y16g13b13.jpeg",13,4,24,16,5,13,28,13,1,-2,0,-1,1,0,0,1.583,1.279,0,3.46,1,"grøn","29_32","29_1","32_1",8,0,1,0,"Right_lead","Female","Male","stick",76
"2877","29","32","Male","Female",23,26,"Stim\r07y14g27b22.jpeg","Stim\r04y39g24b15.jpeg",7,4,14,39,27,24,22,15,3,-4,1,0,0,1,0,1.715,1.528,2.107,0,1,"grøn","29_32","29_1","32_1",-3,0,1,1,"Left_lead","Male","Female","stick",79
"2878","29","32","Male","Female",23,26,"Stim\r14y10g15b15.jpeg","Stim\r15y05g12b10.jpeg",14,15,10,5,15,12,15,10,1,-1,1,0,0,1,0,1.994,1.663,5.364,0,1,"grøn","29_32","29_1","32_1",-3,0,1,1,"Left_lead","Male","Female","stick",80
"2880","29","32","Male","Female",23,26,"Stim\r19y15g35b05.jpeg","Stim\r17y11g38b07.jpeg",19,17,15,11,35,38,5,7,4,-2,0,1,1,0,1,2.04,1.867,0,2.311,1,"grøn","29_32","29_1","32_1",3,0,1,1,"Right_lead","Female","Male","surrender",82
"2881","29","32","Male","Female",23,26,"Stim\r15y17g24b30.jpeg","Stim\r17y22g16b15.jpeg",15,17,17,22,24,16,30,15,-2,1,0,-1,1,0,1,3.335,3.915,0,2.614,1,"grøn","29_32","29_1","32_1",-8,1,0,0,"Right_lead","Female","Male","surrender",83
"2882","29","32","Male","Female",23,26,"Stim\r19y10g06b15.jpeg","Stim\r12y07g07b17.jpeg",19,12,10,7,6,7,15,17,-1,1,1,0,0,1,1,3.816,1.928,4.146,0,1,"grøn","29_32","29_1","32_1",1,1,0,1,"Left_lead","Male","Female","surrender",84
"2883","29","32","Male","Female",23,26,"Stim\r05y40g33b16.jpeg","Stim\r06y19g29b08.jpeg",5,6,40,19,33,29,16,8,2,-2,0,1,0,1,0,2.268,1.564,0,1.679,1,"grøn","29_32","29_1","32_1",-4,0,1,1,"Right_lead","Female","Male","surrender",85
"2889","29","32","Male","Female",23,26,"Stim\r04y28g27b06.jpeg","Stim\r09y15g18b07.jpeg",4,9,28,15,27,18,6,7,3,-4,-1,0,0,1,1,1.696,1.409,2.015,0,1,"grøn","29_32","29_1","32_1",-9,0,1,0,"Left_lead","Male","Female","surrender",91
"2890","29","32","Male","Female",23,26,"Stim\r22y35g09b11.jpeg","Stim\r10y13g07b36.jpeg",22,10,35,13,9,7,11,36,2,-1,0,1,0,1,0,1.413,1.492,0,1.195,1,"grøn","29_32","29_1","32_1",-2,0,1,1,"Right_lead","Female","Male","surrender",92
"2895","29","32","Male","Female",23,26,"Stim\r17y22g16b15.jpeg","Stim\r15y05g12b10.jpeg",17,15,22,5,16,12,15,10,-2,2,0,-1,1,0,1,1.694,3.19,0,2.462,1,"grøn","29_32","29_1","32_1",-4,1,0,0,"Right_lead","Female","Male","surrender",97
"2897","30","31","Female","Male",24,25,"Stim\r08y12g20b03.jpeg","Stim\r11y14g08b23.jpeg",8,11,12,14,20,8,3,23,-1,3,1,0,0,1,1,3.689,3.135,11.077,0,1,"rød","30_31","30_1","31_1",3,1,0,1,"Left_lead","Female","Male","surrender",2
"2898","30","31","Female","Male",24,25,"Stim\r03y06g12b09.jpeg","Stim\r05y40g33b16.jpeg",3,5,6,40,12,33,9,16,2,-2,0,1,1,0,1,5.62,6.733,0,4.182,1,"rød","30_31","30_1","31_1",2,0,1,1,"Right_lead","Male","Female","surrender",3
"2900","30","31","Female","Male",24,25,"Stim\r18y19g14b27.jpeg","Stim\r22y35g09b11.jpeg",18,22,19,35,14,9,27,11,3,-3,1,0,1,0,1,5.132,3.663,12.657,0,1,"rød","30_31","30_1","31_1",4,0,1,1,"Left_lead","Female","Male","stick",5
"2901","30","31","Female","Male",24,25,"Stim\r20y04g39b23.jpeg","Stim\r21y31g06b08.jpeg",20,21,4,31,39,6,23,8,1,-2,-1,0,1,0,0,4.663,3.509,5.109,0,1,"rød","30_31","30_1","31_1",1,0,1,0,"Left_lead","Female","Male","surrender",6
"2904","30","31","Female","Male",24,25,"Stim\r14y08g21b39.jpeg","Stim\r10y27g22b14.jpeg",14,10,8,27,21,22,39,14,2,-3,-1,0,0,1,1,5.5,1.793,3.179,0,1,"rød","30_31","30_1","31_1",-4,0,1,0,"Left_lead","Female","Male","surrender",9
"2909","30","31","Female","Male",24,25,"Stim\r07y02g03b06.jpeg","Stim\r03y11g01b26.jpeg",7,3,2,11,3,1,6,26,2,-3,0,-1,0,1,1,3.702,3.466,0,3.397,1,"rød","30_31","30_1","31_1",-4,0,1,0,"Right_lead","Male","Female","stick",14
"2910","30","31","Female","Male",24,25,"Stim\r17y11g38b07.jpeg","Stim\r21y24g16b04.jpeg",17,21,11,24,38,16,7,4,-2,4,1,0,0,1,1,4.56,1.779,2.787,0,1,"rød","30_31","30_1","31_1",4,1,0,1,"Left_lead","Female","Male","surrender",15
"2911","30","31","Female","Male",24,25,"Stim\r09y06g26b32.jpeg","Stim\r12y09g30b18.jpeg",9,12,6,9,26,30,32,18,2,-2,0,1,1,0,1,2.431,1.944,0,2.336,1,"rød","30_31","30_1","31_1",3,0,1,1,"Right_lead","Male","Female","surrender",16
"2916","30","31","Female","Male",24,25,"Stim\r21y01g04b27.jpeg","Stim\r22y02g34b05.jpeg",21,22,1,2,4,34,27,5,2,-3,0,-1,1,0,0,3.029,2.566,0,2.574,1,"rød","30_31","30_1","31_1",1,0,1,0,"Right_lead","Male","Female","stick",21
"2919","30","31","Female","Male",24,25,"Stim\r10y13g07b36.jpeg","Stim\r11y10g06b19.jpeg",10,11,13,10,7,6,36,19,-2,2,0,-1,0,1,0,3.125,4.789,0,1.379,1,"rød","30_31","30_1","31_1",1,1,0,0,"Right_lead","Male","Female","surrender",24
"2922","30","31","Female","Male",24,25,"Stim\r07y06g08b05.jpeg","Stim\r22y35g09b11.jpeg",7,22,6,35,8,9,5,11,2,-2,0,1,1,0,1,3.368,2.313,0,1.612,1,"blå","30_31","30_1","31_1",6,0,1,1,"Right_lead","Male","Female","surrender",27
"2923","30","31","Female","Male",24,25,"Stim\r14y08g21b39.jpeg","Stim\r10y13g07b36.jpeg",14,10,8,13,21,7,39,36,-2,2,0,1,1,0,0,3.41,3.157,0,2.502,1,"blå","30_31","30_1","31_1",-3,1,0,1,"Right_lead","Male","Female","stick",28
"2924","30","31","Female","Male",24,25,"Stim\r13y21g23b09.jpeg","Stim\r06y19g29b08.jpeg",13,6,21,19,23,29,9,8,2,-1,1,0,0,1,0,3.323,2.236,3.684,0,1,"blå","30_31","30_1","31_1",-1,0,1,1,"Left_lead","Female","Male","stick",29
"2925","30","31","Female","Male",24,25,"Stim\r22y02g34b05.jpeg","Stim\r02y19g24b04.jpeg",22,2,2,19,34,24,5,4,-2,2,0,-1,1,0,1,4.464,3.169,0,1.423,1,"blå","30_31","30_1","31_1",-1,1,0,0,"Right_lead","Male","Female","surrender",30
"2926","30","31","Female","Male",24,25,"Stim\r07y14g27b22.jpeg","Stim\r13y33g08b23.jpeg",7,13,14,33,27,8,22,23,2,-3,0,-1,1,0,0,2.452,2.549,0,3.697,1,"blå","30_31","30_1","31_1",1,0,1,0,"Right_lead","Male","Female","stick",31
"2927","30","31","Female","Male",24,25,"Stim\r13y33g08b23.jpeg","Stim\r11y10g06b19.jpeg",13,11,33,10,8,6,23,19,-2,2,0,-1,1,0,1,4.331,2.261,0,1.383,1,"blå","30_31","30_1","31_1",-4,1,0,0,"Right_lead","Male","Female","surrender",32
"2929","30","31","Female","Male",24,25,"Stim\r10y27g22b14.jpeg","Stim\r14y20g16b10.jpeg",10,14,27,20,22,16,14,10,-1,2,0,1,1,0,0,5.141,2.201,0,2.733,1,"blå","30_31","30_1","31_1",-4,1,0,1,"Right_lead","Male","Female","stick",34
"2930","30","31","Female","Male",24,25,"Stim\r10y13g07b36.jpeg","Stim\r11y26g25b38.jpeg",10,11,13,26,7,25,36,38,2,-2,-1,0,1,0,0,3.127,1.942,4.829,0,1,"blå","30_31","30_1","31_1",2,0,1,0,"Left_lead","Female","Male","surrender",35
"2934","30","31","Female","Male",24,25,"Stim\r17y20g40b07.jpeg","Stim\r16y09g06b10.jpeg",17,16,20,9,40,6,7,10,2,-3,-1,0,1,0,0,2.973,1.819,3.468,0,1,"blå","30_31","30_1","31_1",3,0,1,0,"Left_lead","Female","Male","surrender",39
"2937","30","31","Female","Male",24,25,"Stim\r14y20g16b10.jpeg","Stim\r09y15g18b07.jpeg",14,9,20,15,16,18,10,7,-2,3,1,0,1,0,0,1.606,2.536,4.664,0,1,"blå","30_31","30_1","31_1",-3,1,0,1,"Left_lead","Female","Male","surrender",42
"2938","30","31","Female","Male",24,25,"Stim\r06y14g31b25.jpeg","Stim\r09y17g32b21.jpeg",6,9,14,17,31,32,25,21,2,-3,-1,0,0,1,1,5.1,2.662,9.659,0,1,"blå","30_31","30_1","31_1",-4,0,1,0,"Left_lead","Female","Male","surrender",43
"2940","30","31","Female","Male",24,25,"Stim\r21y24g16b04.jpeg","Stim\r15y16g12b03.jpeg",21,15,24,16,16,12,4,3,2,-2,0,1,0,1,0,3.394,2.17,0,1.172,1,"blå","30_31","30_1","31_1",-1,0,1,1,"Right_lead","Male","Female","surrender",45
"2943","30","31","Female","Male",24,25,"Stim\r10y02g36b05.jpeg","Stim\r10y27g22b14.jpeg",10,10,2,27,36,22,5,14,2,-3,0,-1,1,0,0,2.617,3.146,0,1.22,1,"blå","30_31","30_1","31_1",9,0,1,0,"Right_lead","Male","Female","stick",48
"2944","30","31","Female","Male",24,25,"Stim\r17y07g07b24.jpeg","Stim\r12y12g14b26.jpeg",17,12,7,12,7,14,24,26,-2,3,0,1,0,1,1,2.844,1.788,0,5.65,1,"blå","30_31","30_1","31_1",2,1,0,1,"Right_lead","Male","Female","stick",49
"2945","30","31","Female","Male",24,25,"Stim\r21y24g16b04.jpeg","Stim\r15y16g12b03.jpeg",21,15,24,16,16,12,4,3,2,-2,-1,0,0,1,1,2.234,1.181,3.8,0,1,"gul","30_31","30_1","31_1",-8,0,1,0,"Left_lead","Female","Male","surrender",50
"2947","30","31","Female","Male",24,25,"Stim\r16y21g04b04.jpeg","Stim\r14y20g16b10.jpeg",16,14,21,20,4,16,4,10,2,-3,-1,0,0,1,1,2.152,3.567,4.77,0,1,"gul","30_31","30_1","31_1",-1,0,1,0,"Left_lead","Female","Male","surrender",52
"2949","30","31","Female","Male",24,25,"Stim\r10y03g03b07.jpeg","Stim\r22y02g34b05.jpeg",10,22,3,2,3,34,7,5,-2,2,1,0,1,0,0,1.719,1.417,5.633,0,1,"gul","30_31","30_1","31_1",-1,1,0,1,"Left_lead","Female","Male","surrender",54
"2954","30","31","Female","Male",24,25,"Stim\r13y21g23b09.jpeg","Stim\r08y23g10b29.jpeg",13,8,21,23,23,10,9,29,-2,2,1,0,0,1,1,3.69,5.271,5.888,0,1,"gul","30_31","30_1","31_1",2,1,0,1,"Left_lead","Female","Male","surrender",59
"2957","30","31","Female","Male",24,25,"Stim\r13y33g08b23.jpeg","Stim\r10y37g07b02.jpeg",13,10,33,37,8,7,23,2,2,-3,-1,0,1,0,0,2.658,1.543,3.24,0,1,"gul","30_31","30_1","31_1",4,0,1,0,"Left_lead","Female","Male","surrender",62
"2960","30","31","Female","Male",24,25,"Stim\r10y02g36b05.jpeg","Stim\r21y03g15b37.jpeg",10,21,2,3,36,15,5,37,3,-2,-1,0,1,0,0,2.359,2.602,6.742,0,1,"gul","30_31","30_1","31_1",1,0,1,0,"Left_lead","Female","Male","surrender",65
"2961","30","31","Female","Male",24,25,"Stim\r17y07g07b24.jpeg","Stim\r07y06g08b05.jpeg",17,7,7,6,7,8,24,5,3,-2,0,1,0,1,0,2.905,2.518,0,2.05,1,"gul","30_31","30_1","31_1",-1,0,1,1,"Right_lead","Male","Female","surrender",66
"2962","30","31","Female","Male",24,25,"Stim\r09y15g18b07.jpeg","Stim\r06y14g31b25.jpeg",9,6,15,14,18,31,7,25,-2,1,0,-1,1,0,1,3.707,2.441,0,2.133,1,"gul","30_31","30_1","31_1",-1,1,0,0,"Right_lead","Male","Female","surrender",67
"2967","30","31","Female","Male",24,25,"Stim\r11y14g08b23.jpeg","Stim\r12y07g07b17.jpeg",11,12,14,7,8,7,23,17,2,-3,-1,0,0,1,1,2.044,1.238,3.256,0,1,"gul","30_31","30_1","31_1",-7,0,1,0,"Left_lead","Female","Male","surrender",72
"2977","30","31","Female","Male",24,25,"Stim\r07y14g27b22.jpeg","Stim\r06y14g31b25.jpeg",7,6,14,14,27,31,22,25,2,-2,-1,0,1,0,0,3.745,1.623,3.446,0,1,"grøn","30_31","30_1","31_1",4,0,1,0,"Left_lead","Female","Male","surrender",82
"2980","30","31","Female","Male",24,25,"Stim\r10y37g07b02.jpeg","Stim\r11y14g08b23.jpeg",10,11,37,14,7,8,2,23,-1,1,1,0,0,1,1,1.155,1.769,3.068,0,1,"grøn","30_31","30_1","31_1",1,1,0,1,"Left_lead","Female","Male","surrender",85
"2981","30","31","Female","Male",24,25,"Stim\r12y07g07b17.jpeg","Stim\r19y10g06b15.jpeg",12,19,7,10,7,6,17,15,1,-2,0,-1,0,1,1,1.223,1.818,0,1.517,1,"grøn","30_31","30_1","31_1",-1,0,1,0,"Right_lead","Male","Female","stick",86
"2984","30","31","Female","Male",24,25,"Stim\r13y24g05b28.jpeg","Stim\r07y06g08b05.jpeg",13,7,24,6,5,8,28,5,-2,2,0,-1,0,1,0,1.577,1.189,0,1.842,1,"grøn","30_31","30_1","31_1",3,1,0,0,"Right_lead","Male","Female","surrender",89
"2988","30","31","Female","Male",24,25,"Stim\r22y02g34b05.jpeg","Stim\r18y13g28b06.jpeg",22,18,2,13,34,28,5,6,2,-2,0,1,0,1,0,2.34,2.501,0,1.893,1,"grøn","30_31","30_1","31_1",-6,0,1,1,"Right_lead","Male","Female","surrender",93
"2990","30","31","Female","Male",24,25,"Stim\r16y09g06b10.jpeg","Stim\r16y21g04b04.jpeg",16,16,9,21,6,4,10,4,-1,1,0,-1,1,0,1,2.735,1.964,0,3.136,1,"grøn","30_31","30_1","31_1",-2,1,0,0,"Right_lead","Male","Female","surrender",95
"2991","30","31","Female","Male",24,25,"Stim\r14y08g21b39.jpeg","Stim\r13y21g23b09.jpeg",14,13,8,21,21,23,39,9,-2,3,0,-1,0,1,0,1.505,1.769,0,1.455,1,"grøn","30_31","30_1","31_1",2,1,0,0,"Right_lead","Male","Female","surrender",96
"2995","30","32","Female","Female",24,26,"Stim\r21y03g15b37.jpeg","Stim\r19y10g06b15.jpeg",21,19,3,10,15,6,37,15,2,-2,0,-1,0,1,1,2.185,1.815,0,2.718,2,"rød","30_32","30_2","32_2",-2,0,1,0,"Right_lead","Female","Female","stick",3
"3001","30","32","Female","Female",24,26,"Stim\r16y21g04b04.jpeg","Stim\r17y07g07b24.jpeg",16,17,21,7,4,7,4,24,2,-3,-1,0,1,0,0,2.148,1.613,3.105,0,2,"rød","30_32","30_2","32_2",1,0,1,0,"Left_lead","Female","Female","surrender",9
"3002","30","32","Female","Female",24,26,"Stim\r17y12g19b18.jpeg","Stim\r13y33g08b23.jpeg",17,13,12,33,19,8,18,23,-1,1,0,-1,1,0,1,2.904,1.65,0,3.161,2,"rød","30_32","30_2","32_2",-4,1,0,0,"Right_lead","Female","Female","surrender",10
