"","SubjectID_unique","Trial","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Sensitivity_roll","skill_dif_roll","skill_dif_roll_c","Response_abs","z_Response_abs","conf_dif","conf_dif_c","Side"
"272","14_2",34,"14","Female",25,"Stim\r16y09g06b10.jpeg","Stim\r02y10g14b11.jpeg",16,2,9,10,6,14,10,11,2,-1,1,0,1.045,1.397,2,"blå","14_16",1,1,0,"Left_lead","Female","Female",1,0.21093585203435,1.03917652136211,0.0391765213621051,2,0,0.5,-0.5,"left"
"274","14_2",43,"14","Female",25,"Stim\r17y20g40b07.jpeg","Stim\r21y24g16b04.jpeg",17,21,20,24,40,16,7,4,-1,1,1,0,2.155,1.55,2,"blå","14_16",-3,0,1,"Left_lead","Female","Female",1,0.19747624272085,1.19772760941291,0.197727609412911,1,-1.33333333333333,0.25,-0.75,"left"
"276","14_2",45,"14","Female",25,"Stim\r09y07g06b09.jpeg","Stim\r04y28g27b06.jpeg",9,4,7,28,6,27,9,6,2,-1,0,1,0.974,1.291,2,"blå","14_16",-3,1,0,"Left_lead","Female","Female",1,0.225763475050025,1.19693399587488,0.196933995874883,2,0,0.5,-0.5,"left"
"277","14_2",46,"14","Female",25,"Stim\r11y13g22b35.jpeg","Stim\r14y08g21b39.jpeg",11,14,13,8,22,21,35,39,2,-1,1,0,1.673,1.057,2,"blå","14_16",4,1,0,"Left_lead","Female","Female",1,0.22791022438535,1.13489674215134,0.134896742151343,2,0,0.5,-0.5,"left"
"279","14_2",52,"14","Female",25,"Stim\r15y05g12b10.jpeg","Stim\r12y07g07b17.jpeg",15,12,5,7,12,7,10,17,-2,1,0,1,1.453,1.231,2,"gul","14_16",2,0,1,"Left_lead","Female","Female",1,0.202050073806955,1.24633997023019,0.24633997023019,2,0,0.5,-0.5,"left"
"280","14_2",53,"14","Female",25,"Stim\r14y10g15b15.jpeg","Stim\r08y09g09b11.jpeg",14,8,10,9,15,9,15,11,-2,-1,1,1,1.584,1.76,2,"gul","14_16",-1,0,0,"Left_lead","Female","Female",0,0.201025822681436,1.18004206339198,0.180042063391976,2,0,1,0,"left"
"281","14_2",57,"14","Female",25,"Stim\r20y14g02b19.jpeg","Stim\r02y10g14b11.jpeg",20,2,14,10,2,14,19,11,-1,1,1,0,1.582,2.166,2,"gul","14_16",-4,0,1,"Left_lead","Female","Female",1,0.191226034987871,1.13224748072684,0.132247480726839,1,-1.33333333333333,0.5,-0.5,"left"
"285","14_2",69,"14","Female",25,"Stim\r10y27g22b14.jpeg","Stim\r11y26g25b38.jpeg",10,11,27,26,22,25,14,38,-3,1,1,0,1.011,1.715,2,"gul","14_16",-1,0,1,"Left_lead","Female","Female",1,0.25471070935375,1.11278348410141,0.112783484101408,3,1.33333333333333,0.75,-0.25,"left"
"286","14_2",74,"14","Female",25,"Stim\r10y13g07b36.jpeg","Stim\r08y23g10b29.jpeg",10,8,13,23,7,10,36,29,2,-1,1,0,2.951,1.3,2,"grøn","14_16",3,1,0,"Left_lead","Female","Female",1,0.204311543975657,1.01277251729629,0.0127725172962858,2,0,2,1,"left"
"289","14_2",83,"14","Female",25,"Stim\r12y07g16b25.jpeg","Stim\r02y10g14b11.jpeg",12,2,7,10,16,14,25,11,-4,-1,1,1,1.805,1.516,2,"grøn","14_16",-2,0,0,"Left_lead","Female","Female",0,0.167654996329655,0.868636206532856,-0.131363793467144,4,2.66666666666667,4,3,"left"
"293","14_2",95,"14","Female",25,"Stim\r09y07g06b09.jpeg","Stim\r08y23g10b29.jpeg",9,8,7,23,6,10,9,29,-1,1,0,1,2.323,2.012,2,"grøn","14_16",4,0,1,"Left_lead","Female","Female",1,0.28612365656135,1.05765216348914,0.0576521634891429,1,-1.33333333333333,1,0,"left"
"297","19_1",19,"19","Male",20,"Stim\r03y06g12b09.jpeg","Stim\r06y19g29b08.jpeg",3,6,6,19,12,29,9,8,1,1,1,1,1.771,3.078,1,"rød","19_17",3,1,1,"Left_lead","Male","Male",0,0.2491274351349,1.03873989122934,0.0387398912293426,1,-1.0965785298143,1,0,"left"
"299","19_1",21,"19","Male",20,"Stim\r11y13g22b35.jpeg","Stim\r15y16g12b03.jpeg",11,15,13,16,22,12,35,3,3,-1,1,0,2.315,1.849,1,"rød","19_17",4,1,0,"Left_lead","Male","Male",1,0.24293186328807,0.997479563852636,-0.00252043614736375,3,0.647978222162995,0.75,-0.25,"left"
"303","19_1",26,"19","Male",20,"Stim\r12y07g16b25.jpeg","Stim\r12y12g14b26.jpeg",12,12,7,12,16,14,25,26,4,1,1,1,1.537,1.662,1,"blå","19_17",1,1,1,"Left_lead","Male","Male",0,0.253769805837985,0.958404930521742,-0.0415950694782576,4,1.52025659815164,2,1,"left"
"307","19_1",34,"19","Male",20,"Stim\r21y24g16b04.jpeg","Stim\r04y28g27b06.jpeg",21,4,24,28,16,27,4,6,1,-1,1,0,3.169,1.658,1,"blå","19_17",2,1,0,"Left_lead","Male","Male",1,0.210747973102655,1.04111671884358,0.0411167188435808,1,-1.0965785298143,0.5,-0.5,"left"
"309","19_1",38,"19","Male",20,"Stim\r17y11g38b07.jpeg","Stim\r02y10g14b11.jpeg",17,2,11,10,38,14,7,11,4,1,1,1,2.294,1.303,1,"blå","19_17",4,1,1,"Left_lead","Male","Male",0,0.151247006822434,1.00915930697918,0.00915930697918199,4,1.52025659815164,2,1,"left"
"311","19_1",40,"19","Male",20,"Stim\r12y07g07b17.jpeg","Stim\r11y10g06b19.jpeg",12,11,7,10,7,6,17,19,2,-1,1,0,1.963,2.284,1,"blå","19_17",2,1,0,"Left_lead","Male","Male",1,0.149286430908143,0.921540929188247,-0.0784590708117534,2,-0.224300153825652,1,0,"left"
"312","19_1",52,"19","Male",20,"Stim\r13y33g08b23.jpeg","Stim\r22y35g09b11.jpeg",13,22,33,35,8,9,23,11,2,1,1,1,1.249,4.45,1,"gul","19_17",2,1,1,"Left_lead","Male","Male",0,0.18437859751175,1.0244051397681,0.0244051397681022,2,-0.224300153825652,1,0,"left"
"313","19_1",53,"19","Male",20,"Stim\r04y28g27b06.jpeg","Stim\r11y26g25b38.jpeg",4,11,28,26,27,25,6,38,2,1,0,0,1.621,1.449,1,"gul","19_17",-2,1,1,"Left_lead","Male","Male",0,0.185394663575365,0.987333216976895,-0.0126667830231053,2,-0.224300153825652,1,0,"left"
"315","19_1",58,"19","Male",20,"Stim\r05y28g23b30.jpeg","Stim\r16y21g04b04.jpeg",5,16,28,21,23,4,30,4,1,-1,0,1,1.718,1.552,1,"gul","19_17",-7,1,0,"Left_lead","Male","Male",1,0.184822179521125,1.01970213961874,0.0197021396187425,1,-1.0965785298143,0.25,-0.75,"left"
"316","19_1",59,"19","Male",20,"Stim\r17y20g40b07.jpeg","Stim\r09y17g32b21.jpeg",17,9,20,17,40,32,7,21,1,-1,0,1,1.237,1.751,1,"gul","19_17",-3,1,0,"Left_lead","Male","Male",1,0.188799545195421,1.01695691520114,0.0169569152011422,1,-1.0965785298143,0.25,-0.75,"left"
"319","19_1",64,"19","Male",20,"Stim\r12y12g14b26.jpeg","Stim\r18y13g28b06.jpeg",12,18,12,13,14,28,26,6,1,-1,1,0,1.912,2.16,1,"gul","19_17",1,1,0,"Left_lead","Male","Male",1,0.2677297672022,1.07351546796944,0.0735154679694445,1,-1.0965785298143,0.333333333333333,-0.666666666666667,"left"
"326","19_1",81,"19","Male",20,"Stim\r06y36g16b14.jpeg","Stim\r22y23g20b06.jpeg",6,22,36,23,16,20,14,6,-2,-1,0,0,1.264,3.866,1,"grøn","19_17",4,0,0,"Left_lead","Male","Male",0,0.202637600974279,1.0273464115067,0.0273464115066997,2,-0.224300153825652,1,0,"left"
"331","20_2",16,"20","Female",21,"Stim\r15y17g24b30.jpeg","Stim\r17y12g19b18.jpeg",15,17,17,12,24,19,30,18,-2,1,0,1,2.05,2.472,2,"rød","20_17",2,0,1,"Left_lead","Female","Male",1,0.215251875850543,0.944501208401173,-0.0554987915988271,2,-0.0570372970367047,1,0,"left"
"332","20_2",17,"20","Female",21,"Stim\r22y02g34b05.jpeg","Stim\r21y24g16b04.jpeg",22,21,2,24,34,16,5,4,2,-1,0,1,1.262,2.073,2,"rød","20_17",-1,1,0,"Left_lead","Female","Male",1,0.223501214796235,0.9150623720533,-0.0849376279467005,2,-0.0570372970367047,0.5,-0.5,"left"
"333","20_2",21,"20","Female",21,"Stim\r21y03g15b37.jpeg","Stim\r22y02g34b05.jpeg",21,22,3,2,15,34,37,5,-2,1,0,1,1.406,1.357,2,"rød","20_17",1,0,1,"Left_lead","Female","Male",1,0.235620549564305,0.956590592485469,-0.0434094075145315,2,-0.0570372970367047,0.5,-0.5,"left"
"334","20_2",29,"20","Female",21,"Stim\r04y39g24b15.jpeg","Stim\r12y09g30b18.jpeg",4,12,39,9,24,30,15,18,2,-1,1,0,1.568,0.945,2,"blå","20_17",3,1,0,"Left_lead","Female","Male",1,0.245305155484024,1.01480949100836,0.0148094910083638,2,-0.0570372970367047,0.666666666666667,-0.333333333333333,"left"
"338","20_2",39,"20","Female",21,"Stim\r21y01g04b27.jpeg","Stim\r14y12g04b29.jpeg",21,14,1,12,4,4,27,29,3,-1,1,0,2.018,1.862,2,"blå","20_17",2,1,0,"Left_lead","Female","Male",1,0.15274112608192,1.00391264327982,0.00391264327981578,3,1.48296972295432,0.75,-0.25,"left"
"340","20_2",45,"20","Female",21,"Stim\r02y10g14b11.jpeg","Stim\r21y31g06b08.jpeg",2,21,10,31,14,6,11,8,-2,1,1,0,1.27,1.361,2,"blå","20_17",-3,0,1,"Left_lead","Female","Male",1,0.2136241044362,1.12745691767717,0.127456917677174,2,-0.0570372970367047,1,0,"left"
"341","20_2",46,"20","Female",21,"Stim\r05y28g23b30.jpeg","Stim\r14y12g04b29.jpeg",5,14,28,12,23,4,30,29,3,1,0,0,1.269,1.846,2,"blå","20_17",-1,1,1,"Left_lead","Female","Male",0,0.22305824873782,1.11523855250196,0.115238552501963,3,1.48296972295432,1.5,0.5,"left"
"345","20_2",52,"20","Female",21,"Stim\r10y13g07b36.jpeg","Stim\r17y22g16b15.jpeg",10,17,13,22,7,16,36,15,-2,1,0,1,1.168,2.447,2,"gul","20_17",9,0,1,"Left_lead","Female","Male",1,0.17567583834096,1.00795194564427,0.00795194564427115,2,-0.0570372970367047,1,0,"left"
"346","20_2",54,"20","Female",21,"Stim\r14y10g15b15.jpeg","Stim\r11y14g08b23.jpeg",14,11,10,14,15,8,15,23,-2,1,0,1,1.48,1.459,2,"gul","20_17",4,0,1,"Left_lead","Female","Male",1,0.173298077780835,0.987260447830092,-0.0127395521699079,2,-0.0570372970367047,0.5,-0.5,"left"
"347","20_2",59,"20","Female",21,"Stim\r09y15g18b07.jpeg","Stim\r12y12g14b26.jpeg",9,12,15,12,18,14,7,26,3,-1,0,1,1.711,2.298,2,"gul","20_17",-3,1,0,"Left_lead","Female","Male",1,0.188023761990077,1.0111267838404,0.0111267838403957,3,1.48296972295432,0.75,-0.25,"left"
"349","20_2",69,"20","Female",21,"Stim\r09y06g26b32.jpeg","Stim\r12y09g30b18.jpeg",9,12,6,9,26,30,32,18,-1,1,0,1,2.205,1.143,2,"gul","20_17",3,0,1,"Left_lead","Female","Male",1,0.2383229558312,1.06058966888072,0.0605896688807195,1,-1.59704431702772,0.25,-0.75,"left"
"351","20_2",72,"20","Female",21,"Stim\r06y36g16b14.jpeg","Stim\r04y39g24b15.jpeg",6,4,36,39,16,24,14,15,-2,1,0,1,1.309,1.33,2,"gul","20_17",3,0,1,"Left_lead","Female","Male",1,0.20620869959192,0.970412879556003,-0.0295871204439971,2,-0.0570372970367047,0.5,-0.5,"left"
"352","20_2",74,"20","Female",21,"Stim\r18y19g14b27.jpeg","Stim\r14y10g15b15.jpeg",18,14,19,10,14,15,27,15,-2,1,0,1,2.614,1.2,2,"grøn","20_17",1,0,1,"Left_lead","Female","Male",1,0.198425195034551,0.984640348664429,-0.0153596513355714,2,-0.0570372970367047,0.5,-0.5,"left"
"356","20_1",10,"20","Female",21,"Stim\r12y07g16b25.jpeg","Stim\r11y13g22b35.jpeg",12,11,7,13,16,22,25,35,-2,-1,1,1,2.504,5.399,1,"rød","20_18",-1,0,0,"Left_lead","Female","Female",0,0.231916305888385,1.02216207246792,0.0221620724679199,2,0,1,0,"left"
"357","20_1",13,"20","Female",21,"Stim\r12y12g14b26.jpeg","Stim\r03y06g12b09.jpeg",12,3,12,6,14,12,26,9,-1,1,1,0,2.565,3.64,1,"rød","20_18",-9,0,1,"Left_lead","Female","Female",1,0.219888864745169,1.05965979538697,0.059659795386972,1,-1.41421356237309,1,0,"left"
"358","20_1",16,"20","Female",21,"Stim\r10y03g03b07.jpeg","Stim\r11y26g25b38.jpeg",10,11,3,26,3,25,7,38,-2,-1,0,0,2.002,3.982,1,"rød","20_18",1,0,0,"Left_lead","Female","Female",0,0.240847207764605,1.0488214727267,0.0488214727266951,2,0,1,0,"left"
"359","20_1",18,"20","Female",21,"Stim\r04y28g27b06.jpeg","Stim\r03y06g12b09.jpeg",4,3,28,6,27,12,6,9,-1,1,1,0,2.86,2.363,1,"rød","20_18",-1,0,1,"Left_lead","Female","Female",1,0.250040152014065,0.993141140116477,-0.00685885988352342,1,-1.41421356237309,0.5,-0.5,"left"
"362","20_1",23,"20","Female",21,"Stim\r10y13g07b36.jpeg","Stim\r14y10g15b15.jpeg",10,14,13,10,7,15,36,15,2,1,1,1,1.535,3.823,1,"rød","20_18",4,1,1,"Left_lead","Female","Female",0,0.25223682811091,0.982579400563802,-0.0174205994361982,2,0,1,0,"left"
"363","20_1",24,"20","Female",21,"Stim\r03y11g01b26.jpeg","Stim\r05y40g33b16.jpeg",3,5,11,40,1,33,26,16,-1,1,0,1,1.844,1.694,1,"rød","20_18",2,0,1,"Left_lead","Female","Female",1,0.254294828548845,0.970930927407762,-0.0290690725922381,1,-1.41421356237309,0.5,-0.5,"left"
"364","20_1",25,"20","Female",21,"Stim\r05y28g23b30.jpeg","Stim\r04y28g27b06.jpeg",5,4,28,28,23,27,30,6,-1,1,1,0,1.34,1.485,1,"rød","20_18",-1,0,1,"Left_lead","Female","Female",1,0.264457650557853,0.982643325517116,-0.0173566744828845,1,-1.41421356237309,0.333333333333333,-0.666666666666667,"left"
"372","20_1",51,"20","Female",21,"Stim\r10y13g07b36.jpeg","Stim\r14y12g04b29.jpeg",10,14,13,12,7,4,36,29,-3,-1,1,1,1.413,2.185,1,"gul","20_18",-1,0,0,"Left_lead","Female","Female",0,0.21511667648179,1.13378885355097,0.133788853550973,3,1.41421356237309,1.5,0.5,"left"
"378","20_1",72,"20","Female",21,"Stim\r14y12g04b29.jpeg","Stim\r03y11g01b26.jpeg",14,3,12,11,4,1,29,26,3,1,0,0,1.214,3.688,1,"gul","20_18",-1,1,1,"Left_lead","Female","Female",0,0.21924022773103,1.03324036555149,0.0332403655514921,3,1.41421356237309,1.5,0.5,"left"
"379","20_1",78,"20","Female",21,"Stim\r09y15g18b07.jpeg","Stim\r21y03g15b37.jpeg",9,21,15,3,18,15,7,37,2,1,0,0,1.415,2.541,1,"grøn","20_18",-3,1,1,"Left_lead","Female","Female",0,0.194020201465521,1.02710920608902,0.0271092060890203,2,0,1,0,"left"
